Name,Region,Image,IsDisbanded,RenamedTo,IsLowercase,Short,OverviewPage
MEGA,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/MEGAlogo square.png,1,,0,MG,MEGA
Melilla Fortune,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Melilla Fortunelogo square.png,0,,0,MF,Melilla Fortune
Meloncats,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Meloncats logo.png,1,,0,MC,Meloncats
Melty eSport Club,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Melty-logo.png,1,,0,MTY,Melty eSport Club
Meme City Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Meme City Esportslogo square.png,1,,0,MCE,Meme City Esports
Meme Stream Dream Team,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Meme Stream Dream Teamlogo square.png,1,,0,MSDT,Meme Stream Dream Team
Meow Gaming Club,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Meow Gaming Clublogo square.png,1,,0,MEOW,Meow Gaming Club
Mercenaries,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mercenarieslogo square.png,1,,0,MERC,Mercenaries
Merciless Academy,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Merciless Gaminglogo square.png,1,,0,MGG.A,Merciless Gaming Academy
Merciless Gaming,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Merciless Gaminglogo square.png,1,,0,MGG,Merciless Gaming
Meta Falcon Team,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Meta Falcon Teamlogo square.png,1,,0,MFT,Meta Falcon Team
Meta Gaming,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Meta Gaminglogo square.png,0,,0,MG,Meta Gaming
Method2Madness,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Method2Madnesslogo square.png,1,,0,M2,Method2Madness
Mezexis Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Mezexis Esportslogo square.png,1,,0,MZS,Mezexis Esports
MF Gaming,China,https://lol.fandom.com/wiki/Special:Redirect/file/MF Gaminglogo square.png,1,,0,MFG,MF Gaming
MGN Blue Esports,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/MGN Blue Esportslogo profile.png,1,,0,MBE,MGN Blue Esports
MGN Vikings Academy,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/MGN Vikings Academylogo profile.png,0,,0,MVKA,MGN Vikings Academy
MGN Vikings Esports,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/MGN Vikings Esportslogo profile.png,0,,0,MVKE,MGN Vikings Esports
Mgutis' Saplings,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mgutis' Saplingslogo square.png,1,,0,MS,Mgutis' Saplings
MHSC Esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MHSC Esportlogo square.png,1,,0,MHSC,MHSC Esport
Miami University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Miami Universitylogo square.png,0,,0,MU,Miami University
MiaoJing (妙竞),China,https://lol.fandom.com/wiki/Special:Redirect/file/MiaoJinglogo square.png,1,,0,MJ,MiaoJing
MIBR,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/MIBRlogo square.png,1,,0,MIBR,MIBR
Michigan State University,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Michigan State Universitylogo square.png,0,,0,MSU,Michigan State University
Midas FIO,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Midas_FIO.png,1,,0,FIO,Midas FIO
Midnight Sun Esports,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/MSE logo.png,1,,0,MSE,Midnight Sun Esports
Mighty Eagle,China,https://lol.fandom.com/wiki/Special:Redirect/file/Mighty Eaglelogo square.png,1,,0,ME,Mighty Eagle
Millenium,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Milleniumlogo profile.png,1,,0,MIL,Millenium
Millenium Spirit,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/millogo.png,1,,0,MSP,Millenium Spirit
Mind Blue eSports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Mind Blue eSportslogo square.png,0,,0,MB,Mind Blue eSports
Miners,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Minerslogo square.png,1,,0,NMG,Miners
Miners Academy,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Miners Academylogo square.png,1,,0,NMG.A,Miners Academy
Miners Female,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Miners Femalelogo square.png,1,,0,NMG.F,Miners Female
Mineski,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Mineski logo.png,1,Liyab Esports,0,MSK,Mineski
Minus Three,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Minus Threelogo square.png,1,,0,M3,Minus Three
Miracle,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Miracle (North American Team)logo square.png,1,,0,MRC,Miracle (North American Team)
Miracle Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Miracle Gaminglogo_square.png,1,,0,M1,Miracle Gaming
Mirage Alliance,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Alliancelogo square.png,1,,0,MA,Mirage Alliance
Mirage Alliance Baguette,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Alliance Baguettelogo square.png,0,,0,MA.B,Mirage Alliance Baguette
Mirage Alliance Developmental,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Alliance Developmentallogo square.png,1,,0,MIR.D,Mirage Alliance Developmental
Mirage Élite,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Élitelogo square.png,1,,0,MEC,Mirage Élite
Mirage Elyandra,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Elyandralogo profile.png,1,,0,ME,Mirage Elyandra
MiraGe Gaming,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MiraGe Gaminglogo square.png,1,,0,MiraGe,MiraGe Gaming
Mirage Oasis,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Oasislogo square.png,1,,0,MIR.O,Mirage Oasis
Mirage Sport Électronique,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mirage Sport Électroniquelogo square.png,1,,0,MIR,Mirage Sport Électronique
MIRAI,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/MIRAI (Brazilian Team)logo square.png,1,,0,MIRAI,MIRAI (Brazilian Team)
Misa Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Misa Esportslogo profile.png,0,,0,MISA,Misa Esports
Misfits,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Misfits (2024 North American Team)logo square.png,1,,0,MF,Misfits (2024 North American Team)
Misfits Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Misfits Academylogo square.png,1,Misfits Premier,0,MSF.A,Misfits Academy
Misfits Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Misfits Gaminglogo profile.png,1,,0,MSF,Misfits Gaming
Misfits Premier,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Misfits Premierlogo profile.png,1,,0,MSFP,Misfits Premier
Missouri Valley College,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Missouri Valley Collegelogo square.png,0,,0,MVC,Missouri Valley College
MiTH Flashdive,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Flashdive new logo.png,1,,0,MiTH FD,MiTH Flashdive
MJ-Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MJ-Esportslogo square.png,1,,0,MJ,MJ-Esports
Mkers,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Mkerslogo square.png,1,,0,MKS,Mkers
Mkers Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Mkers Academylogo square.png,1,,0,MKS.A,Mkers Academy
MKZ,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MKZ_Logo.png,1,,0,MKZ,MKZ
MLGB E-SPORTS CLUB,North America,https://lol.fandom.com/wiki/Special:Redirect/file/MLGB E-SPORTS CLUBlogo square.png,1,,0,MLGB,MLGB E-SPORTS CLUB
MNM Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MNM Gaminglogo profile.png,1,,0,MNM,MNM Gaming
MnM Gaming Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MnM Gaminglogo profile.png,1,,0,MnM.A,MnM Gaming Academy
MOBA ROG,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MOBA ROGlogo square.png,1,,0,MOR,MOBA ROG
Monkey Mafia,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Monkey Mafialogo square.png,1,,0,MM,Monkey Mafia
Monolith Gaming,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Monolith Gaminglogo square.png,1,,0,MNL,Monolith Gaming
Monomaniac eSports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Monomaniac logo.png,1,,0,MME,Monomaniac eSports
Monta Club,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Monta Clublogo square.png,0,,0,MNT,Monta Club
MorningStar Legends,North America,https://lol.fandom.com/wiki/Special:Redirect/file/MorningStar Legendslogo square.png,1,,0,MSL,MorningStar Legends
Morningstar White,North America,https://lol.fandom.com/wiki/Special:Redirect/file/MorningStar Whitelogo square.png,1,,0,MSW,MorningStar White
mortal Teamwork,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Mortal Teamworklogo square.png,1,,1,MTW,Mortal Teamwork
Mortality eSports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mortality eSportslogo square.png,1,,0,MRT,Mortality eSports
Moscow 5,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/Moscow Five.CISlogo square.png,1,,0,M5,Moscow Five.CIS
Moscow 5,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/M5.png,1,,0,M5,Moscow Five
Moss Seven Club,China,https://lol.fandom.com/wiki/Special:Redirect/file/Moss Seven Clublogo square.png,1,,0,MSC,Moss Seven Club
Motion.,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Motionlogo square.png,0,,0,MOTN,Motion
Mount Olympus,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mount Olympuslogo square.png,1,,0,MOGG,Mount Olympus
MOUZ NXT,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MOUZ NXTlogo square.png,1,,0,NXT,MOUZ NXT
Movistar KOI,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Movistar KOIlogo square.png,0,,0,MKOI,Movistar KOI
Movistar KOI Fénix,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Movistar KOI Fénixlogo square.png,0,,0,MKF,Movistar KOI Fénix
Movistar Optix,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Movistar Optixlogo profile.png,1,,0,MOX,Movistar Optix
Movistar R7,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Movistar R7logo square.png,1,LYON (2024 American Team),0,R7,Movistar R7
Movistar Riders Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Movistar Riders Academylogo square.png,1,,0,MRS.A,Movistar Riders Academy
Movistar Riders Blue,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Movistar Riders Bluelogo square.png,1,,0,MRS.B,Movistar Riders Blue
MS Company,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MS Companylogo square.png,1,,0,MS,MS Company
MSI Evolution Gaming Team,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/MSI Evolution Gaming Team.png,1,,0,MSI,MSI Evolution Gaming Team
MTP Esport,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MTP Esportlogo square.png,1,,0,MTP,MTP Esport
MTW Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MTW Gaminglogo square.png,1,,0,MTW,MTW Gaming
mTw North America,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Mtw_logo.png,1,,1,MTW,MTw North America
Mübeccel Espor,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Mübeccel Esporlogo profile.png,1,,0,MCER,Mübeccel Espor
Münster Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Münster Esportslogo square.png,0,,0,ME,Münster Esports
Munster Rugby Gaming,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Munster Rugby Gaminglogo square.png,1,,0,MRG,Munster Rugby Gaming
Munster Rugby Gaming Academy,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Munster Rugby Gaming Academylogo square.png,1,,0,MRG.A,Munster Rugby Gaming Academy
Murk Esports,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Murk Esportslogo square.png,1,,0,MRK,Murk Esports
MVP,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MVPlogo.png,1,,0,MVP,MVP
MVP Blue,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MVPlogo.png,1,,0,MVP.B,MVP Blue
MVP Ozone,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MVPlogo.png,1,,0,MVP.O,MVP Ozone
MVP Red,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/MVPlogo.png,1,,0,MVP.R,MVP Red
MY STAR,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MY STARlogo square.png,0,,0,STAR,MY STAR
MYIDOL Esports,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/MYIDOL Esportslogo square.png,1,,0,MYI,MYIDOL Esports
mYinsanity,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/MYinsanitylogo_square.png,0,,1,MYI,MYinsanity
myRevenge,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MyRevengelogo square.png,1,,1,myR,MyRevenge
myRevenge Chile,LAS,https://lol.fandom.com/wiki/Special:Redirect/file/MyRevenge Chilelogo square.png,1,,1,myR CL,MyRevenge Chile
Mysterious Monkeys,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MMsquare.png,1,ad hoc gaming,0,MM,Mysterious Monkeys
Mysterious Monkeys.ESLM,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/MMsquare.png,1,,0,MM,Mysterious Monkeys.ESLM
Mystic Gaming,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/Mystic Gaming (Emirati Team)logo square.png,0,,0,MYC,Mystic Gaming (Emirati Team)
Myth Esports,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Myth Esportslogo square.png,0,,0,MYTH,Myth Esports
Mythos Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Mythos Gaminglogo square.png,1,,0,MYT,Mythos Gaming
Mythus Esports,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Mythus Esportslogo square.png,0,,0,MYT,Mythus Esports
n!faculty,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/N!faculty.jpg,1,,1,FAC,N!faculty
Naga Esports,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Naga Esportslogo square.png,1,,0,NAGA,Naga Esports
Naguara Mexico,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Naguara Mexicologo square.png,1,,0,NE,Naguara Mexico
Naguara Team,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Naguara Teamlogo square.png,1,,0,NE,Naguara Team
NaJin Black Sword,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Najin_black_sword_new.png,1,,0,NJBS,NaJin Black Sword
NaJin e-mFire,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/NaJin_logo.png,1,e-mFire,0,NJF,NaJin e-mFire
NaJin White Shield,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/Najin_white_shield_new.png,1,,0,NJWS,NaJin White Shield
NALCS Players Association,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/NALCS Players Associationlogo square.png,0,,0,NALCSPA,NALCS Players Association
Nameless Randoms,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Nameless Randomslogo square.png,1,,0,NR,Nameless Randoms
Nameless Thieves,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Nameless Thieveslogo square.png,1,,0,NT,Nameless Thieves
Napkins in Disguise,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Unknown Infobox Image - Team.png,1,,0,NID,Napkins in Disguise
NARCIS,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/NARCISlogo square.png,1,H3ARTS,0,NRC,NARCIS
Nash Ξquilibrium,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Nash Ξquilibriumlogo square.png,1,,0,NASH,Nash Ξquilibrium
NASR eSports,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/NASR eSportslogo square.png,1,,0,NSR,NASR eSports
NASR eSports Jr.,MENA,https://lol.fandom.com/wiki/Special:Redirect/file/NASR eSports Jr.logo square.png,1,,0,NASR.JR,NASR eSports Jr.
NASR eSports Turkey,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/NASR ESPORTSlogo profile.png,1,,0,NASR,NASR eSports Turkey
NASR eSports Turkey Academy,Turkey,https://lol.fandom.com/wiki/Special:Redirect/file/NASR eSports Turkey Academylogo square.png,1,,0,NASR.A,NASR eSports Turkey Academy
NAT,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NATlogo square.png,1,,0,NAT,NAT
Nate.A,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Nate.Alogo square.png,1,,0,NTA,Nate.A
Nate9527,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Nate9527logo square.png,1,,0,NAT,Nate9527
Native Gaming,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Native Gaminglogo square.png,1,,0,N8V,Native Gaming
Nativz,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/Nativzlogo square.png,1,,0,NTZ,Nativz
Natus Vincere,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Natus Vincerelogo square.png,1,,0,Na'Vi,Natus Vincere
Natus Vincere CIS,CIS,https://lol.fandom.com/wiki/Special:Redirect/file/NaVi_logo.png,1,,0,NV.CIS,Natus Vincere.CIS
nDurance Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NDurance Gaminglogo square.png,1,,1,nD,NDurance Gaming
Near Airport,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Near Airportlogo profile.png,0,,0,NA,Near Airport
NecroRaisers,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NecroRaiserslogo square.png,1,,0,NR,NecroRaisers
NeL,Korea,https://lol.fandom.com/wiki/Special:Redirect/file/smallNEL.gif,1,,0,NeL,NeL
Neolution E-Sport Nemesis,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Neolution Nemesislogo square.png,1,,0,Neo.N,Neolution E-Sport Nemesis
Neon Esports,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Neon Esportslogo square.png,1,,0,NE,Neon Esports
nEophyte,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NEophytelogo square.png,1,,1,NEPH,NEophyte
nerdRage,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NerdRagelogo square.png,1,,1,nR,NerdRage
Nerf Galeforce,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Nerf Galeforcelogo square.png,1,,0,NGF,Nerf Galeforce
Neronity,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Neronitylogo square.png,1,Team Nerotec,0,NERO,Neronity
Nerv,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Nervlogo square.png,1,,0,NRV,Nerv
Neurons,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/Neuronslogo square.png,1,,0,NEU,Neurons
Never Give Up,Asia Pacific,https://lol.fandom.com/wiki/Special:Redirect/file/Never Give Up (Vietnamese Team)logo square.png,0,,0,NGU,Never Give Up (Vietnamese Team)
Never Give Up,LMS,https://lol.fandom.com/wiki/Special:Redirect/file/NGU logo.png,1,,0,NGU,Never Give Up
NeverBack Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NeverBackGamingquare.png,1,,0,NB.,NeverBack Gaming
New Dynasty,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/New Dynastylogo profile.png,1,Dynasty,0,ND,New Dynasty
New Era,EMEA,https://lol.fandom.com/wiki/Special:Redirect/file/New Eralogo square.png,1,,0,ERA,New Era
New World Eclipse,North America,https://lol.fandom.com/wiki/Special:Redirect/file/NWE.png,1,,0,NWE,New World Eclipse
Newbee,China,https://lol.fandom.com/wiki/Special:Redirect/file/Newbeelogo profile.png,1,,0,NB,Newbee
Newbee Young,China,https://lol.fandom.com/wiki/Special:Redirect/file/Newbee Younglogo square.png,1,,0,NBY,Newbee Young
Newell's Esports,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Newell's Esportslogo square.png,1,,0,NOB,Newell's Esports
Newstar,Latin America,https://lol.fandom.com/wiki/Special:Redirect/file/Newstarlogo square.png,1,,0,N5R,Newstar
Nex Impetus,Brazil,https://lol.fandom.com/wiki/Special:Redirect/file/Nex.png,1,,0,neXi,Nex Impetus
Next Gen Esports,SEA,https://lol.fandom.com/wiki/Special:Redirect/file/Next Gen Esportslogo square.png,1,,0,NGE,Next Gen Esports
Next Level Esports,Americas,https://lol.fandom.com/wiki/Special:Redirect/file/Next Level Esportslogo square.png,0,,0,NLE,Next Level Esports
NextGaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NextGaminglogo square.png,1,,0,NxG,NextGaming
neXtPlease! Gaming,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/NeXtPlease! Gaminglogo square.png,1,,1,NPG,NeXtPlease! Gaming
Nexus KTRL,Europe,https://lol.fandom.com/wiki/Special:Redirect/file/Nexus KTRLlogo square.png,1,,0,NXK,Nexus KTRL
Nibble Gaming,Japan,https://lol.fandom.com/wiki/Special:Redirect/file/Nibble Gaminglogo square.png,1,,0,NBG,Nibble Gaming
Nigel's Last Tiles,North America,https://lol.fandom.com/wiki/Special:Redirect/file/Nigel's Last Tileslogo square.png,1,Guangdong Flying Tigers,0,TILE,Nigel's Last Tiles
